"p_year","regio_pat","Swiss_based","commuters","share"
2003,"Espace Mittelland",578.368362193362,1.53333333333333,1.00265113625427
2003,"Lake Geneva Region",524.380376464781,45.35,1.08648302269764
2003,"Northwestern Switzerland",677.92241008991,159.02798035298,1.23458138864577
2003,"Ticino",90.5095238095238,11.8166666666667,1.13055716315042
2003,"Zürich",752.672528860029,29.352380952381,1.03899754518321
2004,"Central Switzerland",287.367120953759,13.6980158730159,1.04766730385701
2004,"Eastern Switzerland",412.336201298701,30.1809523809524,1.07319501000857
2004,"Espace Mittelland",700.951014263514,1.03333333333333,1.00147418765692
2004,"Lake Geneva Region",576.758034612446,42.2662698412698,1.07328249856055
2004,"Northwestern Switzerland",766.698597508032,136.748632653896,1.17836035320576
2004,"Ticino",85.9777777777778,12.25,1.14247867666064
2004,"Zürich",840.958301420801,25.752380952381,1.0306226609677
2005,"Central Switzerland",296.946129426129,16.0380952380952,1.05401011715186
2005,"Eastern Switzerland",525.010475635476,52.6142857142857,1.10021568741195
2005,"Espace Mittelland",645.831737224129,5.4,1.00836131098668
2005,"Lake Geneva Region",552.583942811574,51.7527777777778,1.09365595662164
2005,"Northwestern Switzerland",758.912501031949,195.318817293817,1.2573667149088
2005,"Ticino",98.1511904761905,11.125,1.11334554319745
2005,"Zürich",927.768461055852,25.9166666666667,1.02793441225322
2006,"Central Switzerland",346.888629426129,15.0047619047619,1.04325527166914
2006,"Eastern Switzerland",480.219588744589,42.8166666666667,1.08916060000509
2006,"Espace Mittelland",636.45125882889,7.33333333333333,1.01152222300075
2006,"Lake Geneva Region",613.130494505495,53.9551587301587,1.08799947028189
2006,"Northwestern Switzerland",788.315885503386,221.416194916195,1.2808724256201
2006,"Ticino",92.7404761904762,19.2666666666667,1.20774819645195
2006,"Zürich",882.732377344877,29.3151015651016,1.03320950076996
2007,"Central Switzerland",347.399242424242,15.231746031746,1.04384507555473
2007,"Eastern Switzerland",558.591305916306,48.8277777777778,1.08741234827793
2007,"Espace Mittelland",646.535776577224,6.15,1.0095122346246
2007,"Lake Geneva Region",567.180411255411,41.8719696969697,1.0738247810856
2007,"Northwestern Switzerland",762.905615218115,215.768735431235,1.28282494076223
2007,"Ticino",116.82702020202,14.375,1.12304516519502
2007,"Zürich",887.402128427128,15.7095238095238,1.01770282412706
2008,"Central Switzerland",386.582478632479,21.25,1.05496886479483
2008,"Eastern Switzerland",518.594740887132,49.3261904761905,1.09511509968615
2008,"Espace Mittelland",561.546159396159,4.28333333333333,1.00762774931617
2008,"Lake Geneva Region",659.587572150072,79.7928571428571,1.12097386383851
2008,"Northwestern Switzerland",787.851945135188,181.778643578644,1.23072690840086
2008,"Ticino",117.823902894491,24.5666666666667,1.20850324987677
2008,"Zürich",954.348474082042,24.4186868686869,1.02558676157802
2009,"Central Switzerland",383.871775446775,15.7277777777778,1.04097143573391
2009,"Eastern Switzerland",477.547169497169,46.5412087912088,1.09745887268103
2009,"Espace Mittelland",623.026641903848,2.95833333333333,1.00474832556806
2009,"Lake Geneva Region",665.088455988456,85.9568903318903,1.12924129047488
2009,"Northwestern Switzerland",835.5189235601,141.745454545455,1.16964960403468
2009,"Ticino",110.391351186939,20.297619047619,1.18386964947323
2009,"Zürich",906.49510832305,29.5301948051948,1.03257623183408
2010,"Central Switzerland",373.865054390054,22.25,1.05951345208313
2010,"Eastern Switzerland",592.92731990232,60.6,1.10220476939734
2010,"Espace Mittelland",713.972405372405,6.57142857142857,1.00920403718965
2010,"Lake Geneva Region",788.953250915751,91.2949134199134,1.11571650578022
2010,"Northwestern Switzerland",843.249981962482,127.565229215229,1.15127806930793
2010,"Ticino",102.7920995671,25.3595238095238,1.24670693483569
2010,"Zürich",952.53595987346,36.5983516483516,1.03842201574544
2011,"Central Switzerland",377.639105339105,18.6520562770563,1.04939122038304
2011,"Eastern Switzerland",570.221556221556,63.7434523809524,1.11178716708525
2011,"Espace Mittelland",721.793465276554,7.74166666666667,1.01072559816498
2011,"Lake Geneva Region",752.61066017316,146.212085137085,1.19427320509046
2011,"Northwestern Switzerland",889.613390531038,159.073896528308,1.17881238999039
2011,"Ticino",124.903968253968,14.45,1.11568887843994
2011,"Zürich",1019.71199854068,31.1154761904762,1.03051398457114
2012,"Central Switzerland",340.16038083715,23.2333333333333,1.06830111512739
2012,"Eastern Switzerland",549.024792751109,57.75,1.10518650662499
2012,"Espace Mittelland",704.410011187643,7.64166666666667,1.01084832206428
2012,"Lake Geneva Region",772.025206226522,106.305952380952,1.13769751495622
2012,"Northwestern Switzerland",988.593653276548,165.024837662338,1.16692888641899
2012,"Ticino",151.725432900433,14.1666666666667,1.09337041520233
2012,"Zürich",1139.26938980056,42.4813852813853,1.03728827058965
2013,"Central Switzerland",317.035367264315,14.4857142857143,1.04569116187481
2013,"Eastern Switzerland",559.536245187561,72.4666666666667,1.12951201515529
2013,"Espace Mittelland",738.577464202464,5.8,1.00785293389132
2013,"Lake Geneva Region",880.114008382872,77.9341630591631,1.08855007682739
2013,"Northwestern Switzerland",933.583236208236,157.444536019536,1.16864541897624
2013,"Ticino",132.992718392718,19.5,1.14662456889119
2013,"Zürich",1171.00576996103,32.1829365079365,1.02748315792586
2014,"Central Switzerland",344.20897990898,14.325,1.04161715944711
2014,"Eastern Switzerland",560.378174603175,62.4095238095238,1.11137036850823
2014,"Espace Mittelland",788.247841924158,6.45,1.00818270556156
2014,"Lake Geneva Region",901.388894292842,78.3631313131313,1.08693598491094
2014,"Northwestern Switzerland",808.179951094657,151.541003441003,1.18750898637828
2014,"Ticino",179.418578643579,40.1083333333333,1.22354615467671
2014,"Zürich",1055.88838106338,41.0589285714286,1.03888567135295
2015,"Central Switzerland",340.162190587191,11.7333333333333,1.03449334951977
2015,"Eastern Switzerland",503.543340082856,53.756746031746,1.10675693977583
2015,"Espace Mittelland",716.509787434787,4.66666666666667,1.00651305362258
2015,"Lake Geneva Region",823.39537415989,103.14246031746,1.12526480419288
2015,"Northwestern Switzerland",833.281152344388,139.774213694802,1.1677395598131
2015,"Ticino",121.125036075036,51.8583333333333,1.42813884737427
2015,"Zürich",1144.17762237762,27.0819805194805,1.02366938488379
2016,"Central Switzerland",338.089285714286,5.18333333333333,1.01533125583197
2016,"Eastern Switzerland",410.317857142857,39.2111111111111,1.09556277024877
2016,"Espace Mittelland",620.058405483406,1.25,1.00201593912597
2016,"Lake Geneva Region",619.46335053835,77.1934523809524,1.12461342921073
2016,"Northwestern Switzerland",566.755943252654,81.551982228298,1.14389259292151
2016,"Ticino",97.3936507936508,29.352380952381,1.30137879331139
2016,"Zürich",884.249145299145,23.4857142857143,1.02656006444628
2017,"Central Switzerland",176.030011655012,0.333333333333333,1.001893616493
2017,"Eastern Switzerland",280.0968004218,35.5833333333333,1.12703941380176
2017,"Espace Mittelland",338.136183261183,0.5,1.00147869416156
2017,"Lake Geneva Region",269.789141414141,43.075,1.15966172609548
2017,"Northwestern Switzerland",217.345512820513,55.5777777777778,1.25571164114014
2017,"Ticino",44.0706349206349,15.325,1.34773721839039
2017,"Zürich",554.520640470641,10.9333333333333,1.01971672925295
2018,"Central Switzerland",7.63333333333333,0,1
2018,"Eastern Switzerland",16.5666666666667,4.58333333333333,1.27665995975855
2018,"Espace Mittelland",9.75,0,1
2018,"Lake Geneva Region",9.81666666666667,1.5,1.1528013582343
2018,"Northwestern Switzerland",8.83571428571429,1.33333333333333,1.15090272163837
2018,"Ticino",1.125,1,1.88888888888889
2018,"Zürich",37.4361111111111,0,1
2019,"Central Switzerland",1,0,1
2019,"Lake Geneva Region",1.4,0.5,1.35714285714286
2019,"Zürich",0.583333333333333,0,1
